Cidade,Transportadora,UF,Prazo,Capital/Interior
PILOEZINHOS,JAMEF,PB,15,INTERIOR-2
PIRPIRITUBA,JAMEF,PB,15,INTERIOR-2
PITIMBU,JAMEF,PB,15,INTERIOR-1
POCINHOS,JAMEF,PB,15,INTERIOR-1
POCO DANTAS,JAMEF,PB,15,INTERIOR-2
POCO DE JOSE DE MOURA,JAMEF,PB,15,INTERIOR-2
POMBAL,JAMEF,PB,15,INTERIOR-2
PRATA,JAMEF,PB,15,INTERIOR-2
PRINCESA ISABEL,JAMEF,PB,15,INTERIOR-2
PUXINANA,JAMEF,PB,15,INTERIOR-1
QUEIMADAS,JAMEF,PB,13,INTERIOR-1
QUIXABA,JAMEF,PB,15,INTERIOR-2
REMIGIO,JAMEF,PB,15,INTERIOR-1
RIACHAO,JAMEF,PB,15,INTERIOR-2
RIACHAO DO BACAMARTE,JAMEF,PB,15,INTERIOR-1
RIACHAO DO POCO,JAMEF,PB,15,INTERIOR-1
RIACHO DE SANTO ANTONIO,JAMEF,PB,15,INTERIOR-2
RIACHO DOS CAVALOS,JAMEF,PB,15,INTERIOR-2
RIO TINTO,JAMEF,PB,15,INTERIOR-1
SALGADINHO,JAMEF,PB,16,INTERIOR-2
SALGADO DE SAO FELIX,JAMEF,PB,15,INTERIOR-2
SANTA CECILIA,JAMEF,PB,16,INTERIOR-2
SANTA CRUZ,JAMEF,PB,15,INTERIOR-2
SANTA HELENA,JAMEF,PB,15,INTERIOR-2
SANTA INES,JAMEF,PB,21,INTERIOR-2
SANTA LUZIA,JAMEF,PB,15,INTERIOR-2
SANTA RITA,JAMEF,PB,14,INTERIOR-1
SANTA TERESINHA,JAMEF,PB,15,INTERIOR-2
SANTANA DE MANGUEIRA,JAMEF,PB,15,INTERIOR-2
SANTANA DOS GARROTES,JAMEF,PB,15,INTERIOR-2
SANTO ANDRE,JAMEF,PB,15,INTERIOR-2
SAO BENTINHO,JAMEF,PB,15,INTERIOR-2
SAO BENTO,JAMEF,PB,15,INTERIOR-2
SAO DOMINGOS,JAMEF,PB,15,INTERIOR-2
SAO DOMINGOS DO CARIRI,JAMEF,PB,15,INTERIOR-2
SAO FRANCISCO,JAMEF,PB,15,INTERIOR-2
SAO JOAO DO CARIRI,JAMEF,PB,15,INTERIOR-2
SAO JOAO DO RIO DO PEIXE,JAMEF,PB,15,INTERIOR-2
SAO JOAO DO TIGRE,JAMEF,PB,15,INTERIOR-2
SAO JOSE DA LAGOA TAPADA,JAMEF,PB,15,INTERIOR-2
SAO JOSE DE CAIANA,JAMEF,PB,15,INTERIOR-2
SAO JOSE DE ESPINHARAS,JAMEF,PB,15,INTERIOR-2
SAO JOSE DE PIRANHAS,JAMEF,PB,15,INTERIOR-2
SAO JOSE DE PRINCESA,JAMEF,PB,15,INTERIOR-2
SAO JOSE DO BONFIM,JAMEF,PB,15,INTERIOR-2
SAO JOSE DO BREJO DO CRUZ,JAMEF,PB,15,INTERIOR-2
SAO JOSE DO SABUGI,JAMEF,PB,15,INTERIOR-2
SAO JOSE DOS CORDEIROS,JAMEF,PB,15,INTERIOR-2
SAO JOSE DOS RAMOS,JAMEF,PB,15,INTERIOR-2
SAO MAMEDE,JAMEF,PB,15,INTERIOR-2
SAO MIGUEL DE TAIPU,JAMEF,PB,15,INTERIOR-1
SAO SEBASTIAO DE LAGOA DE ROCA,JAMEF,PB,15,INTERIOR-1
SAO SEBASTIAO DO UMBUZEIRO,JAMEF,PB,15,INTERIOR-2
SAO VICENTE DO SERIDO,JAMEF,PB,15,INTERIOR-2
SAPE,JAMEF,PB,15,INTERIOR-1
SERRA BRANCA,JAMEF,PB,15,INTERIOR-2
SERRA DA RAIZ,JAMEF,PB,15,INTERIOR-2
SERRA GRANDE,JAMEF,PB,15,INTERIOR-2
SERRA REDONDA,JAMEF,PB,15,INTERIOR-1
SERRARIA,JAMEF,PB,15,INTERIOR-2
SERTAOZINHO,JAMEF,PB,15,INTERIOR-2
SOBRADO,JAMEF,PB,15,INTERIOR-1
SOLANEA,JAMEF,PB,15,INTERIOR-2
SOLEDADE,JAMEF,PB,15,INTERIOR-2
SOSSEGO,JAMEF,PB,15,INTERIOR-2
SOUSA,JAMEF,PB,15,INTERIOR-2
SUME,JAMEF,PB,15,INTERIOR-2
TACIMA,JAMEF,PB,15,INTERIOR-2
TAPEROA,JAMEF,PB,15,INTERIOR-2
TAVARES,JAMEF,PB,15,INTERIOR-2
TEIXEIRA,JAMEF,PB,15,INTERIOR-2
TENORIO,JAMEF,PB,15,INTERIOR-2
TRIUNFO,JAMEF,PB,15,INTERIOR-2
UIRAUNA,JAMEF,PB,15,INTERIOR-2
UMBUZEIRO,JAMEF,PB,15,INTERIOR-2
VARZEA,JAMEF,PB,15,INTERIOR-2
VIEIROPOLIS,JAMEF,PB,15,INTERIOR-2
VISTA SERRANA,JAMEF,PB,15,INTERIOR-2
ZABELE,JAMEF,PB,15,INTERIOR-2
ABREU E LIMA,JAMEF,PE,12,CAPITAL
AFOGADOS DA INGAZEIRA,JAMEF,PE,18,INTERIOR-2
AFRANIO,JAMEF,PE,15,INTERIOR-2
AGRESTINA,JAMEF,PE,16,INTERIOR-1
AGUA PRETA,JAMEF,PE,16,INTERIOR-2
AGUAS BELAS,JAMEF,PE,18,INTERIOR-2
ALAGOINHA,JAMEF,PE,16,INTERIOR-2
ALIANCA,JAMEF,PE,16,INTERIOR-1
ALTINHO,JAMEF,PE,16,INTERIOR-1
AMARAJI,JAMEF,PE,16,INTERIOR-2
ANGELIM,JAMEF,PE,16,INTERIOR-2
ARACOIABA,JAMEF,PE,16,INTERIOR-1
ARARIPINA,JAMEF,PE,15,INTERIOR-2
ARCOVERDE,JAMEF,PE,15,INTERIOR-2
BARRA DE GUABIRABA,JAMEF,PE,16,INTERIOR-1
BARREIROS,JAMEF,PE,16,INTERIOR-2
BELEM DE MARIA,JAMEF,PE,16,INTERIOR-1
BELEM DO SAO FRANCISCO,JAMEF,PE,15,INTERIOR-2
BELO JARDIM,JAMEF,PE,15,INTERIOR-1
BETANIA,JAMEF,PE,15,INTERIOR-2
BEZERROS,JAMEF,PE,16,INTERIOR-1
BODOCO,JAMEF,PE,15,INTERIOR-2
BOM CONSELHO,JAMEF,PE,16,INTERIOR-2
BOM JARDIM,JAMEF,PE,16,INTERIOR-2
BONITO,JAMEF,PE,16,INTERIOR-1
BREJAO,JAMEF,PE,16,INTERIOR-2
BREJINHO,JAMEF,PE,16,INTERIOR-2
BREJO DA MADRE DE DEUS,JAMEF,PE,16,INTERIOR-1
BUENOS AIRES,JAMEF,PE,16,INTERIOR-1
BUIQUE,JAMEF,PE,18,INTERIOR-2
CABO DE SANTO AGOSTINHO,JAMEF,PE,11,INTERIOR-1
CABROBO,JAMEF,PE,15,INTERIOR-2
CACHOEIRINHA,JAMEF,PE,16,INTERIOR-1
CAETES,JAMEF,PE,18,INTERIOR-2
CALCADO,JAMEF,PE,16,INTERIOR-2
CALUMBI,JAMEF,PE,18,INTERIOR-2
CAMARAGIBE,JAMEF,PE,11,CAPITAL
CAMOCIM DE SAO FELIX,JAMEF,PE,16,INTERIOR-1
CAMUTANGA,JAMEF,PE,16,INTERIOR-2
CANHOTINHO,JAMEF,PE,16,INTERIOR-2
CAPOEIRAS,JAMEF,PE,16,INTERIOR-2
CARNAIBA,JAMEF,PE,18,INTERIOR-2
CARNAUBEIRA DA PENHA,JAMEF,PE,15,INTERIOR-2
CARPINA,JAMEF,PE,15,INTERIOR-1
CARUARU,JAMEF,PE,12,INTERIOR-1
CASINHAS,JAMEF,PE,16,INTERIOR-2
CATENDE,JAMEF,PE,16,INTERIOR-2
CEDRO,JAMEF,PE,15,INTERIOR-2
CHA DE ALEGRIA,JAMEF,PE,16,INTERIOR-1
CHA GRANDE,JAMEF,PE,16,INTERIOR-2
CONDADO,JAMEF,PE,16,INTERIOR-1
CORRENTES,JAMEF,PE,16,INTERIOR-2
CORTES,JAMEF,PE,16,INTERIOR-2
CUMARU,JAMEF,PE,16,INTERIOR-1
CUPIRA,JAMEF,PE,16,INTERIOR-1
CUSTODIA,JAMEF,PE,18,INTERIOR-2
DORMENTES,JAMEF,PE,15,INTERIOR-2
ESCADA,JAMEF,PE,16,INTERIOR-1
EXU,JAMEF,PE,15,INTERIOR-2
FEIRA NOVA,JAMEF,PE,16,INTERIOR-1
FERREIROS,JAMEF,PE,16,INTERIOR-2
FLORES,JAMEF,PE,18,INTERIOR-2
FLORESTA,JAMEF,PE,15,INTERIOR-2
FREI MIGUELINHO,JAMEF,PE,16,INTERIOR-1
GAMELEIRA,JAMEF,PE,16,INTERIOR-2
GARANHUNS,JAMEF,PE,15,INTERIOR-2
GLORIA DO GOITA,JAMEF,PE,15,INTERIOR-1
GOIANA,JAMEF,PE,16,INTERIOR-1
GRANITO,JAMEF,PE,15,INTERIOR-2
GRAVATA,JAMEF,PE,15,INTERIOR-1
IATI,JAMEF,PE,18,INTERIOR-2
IBIMIRIM,JAMEF,PE,18,INTERIOR-2
IBIRAJUBA,JAMEF,PE,16,INTERIOR-1
IGARASSU,JAMEF,PE,12,INTERIOR-1
IGUARACY,JAMEF,PE,18,INTERIOR-2
ILHA DE ITAMARACA,JAMEF,PE,12,INTERIOR-1
INAJA,JAMEF,PE,18,INTERIOR-2
INGAZEIRA,JAMEF,PE,18,INTERIOR-2
IPOJUCA,JAMEF,PE,12,INTERIOR-1
IPUBI,JAMEF,PE,15,INTERIOR-2
ITACURUBA,JAMEF,PE,15,INTERIOR-2
ITAIBA,JAMEF,PE,18,INTERIOR-2
ITAMBE,JAMEF,PE,16,INTERIOR-2
ITAPETIM,JAMEF,PE,18,INTERIOR-2
ITAPISSUMA,JAMEF,PE,12,INTERIOR-1
ITAQUITINGA,JAMEF,PE,16,INTERIOR-1
JABOATAO DOS GUARARAPES,JAMEF,PE,10,CAPITAL
JAQUEIRA,JAMEF,PE,16,INTERIOR-2
JATAUBA,JAMEF,PE,16,INTERIOR-2
JATOBA,JAMEF,PE,15,INTERIOR-2
JOAO ALFREDO,JAMEF,PE,16,INTERIOR-2
JOAQUIM NABUCO,JAMEF,PE,16,INTERIOR-2
JUCATI,JAMEF,PE,16,INTERIOR-2
JUPI,JAMEF,PE,16,INTERIOR-2
JUREMA,JAMEF,PE,16,INTERIOR-2
LAGOA DO CARRO,JAMEF,PE,16,INTERIOR-1
LAGOA DO ITAENGA,JAMEF,PE,16,INTERIOR-1
LAGOA DO OURO,JAMEF,PE,16,INTERIOR-2
LAGOA DOS GATOS,JAMEF,PE,16,INTERIOR-1
LAGOA GRANDE,JAMEF,PE,15,INTERIOR-2
LAJEDO,JAMEF,PE,15,INTERIOR-2
LIMOEIRO,JAMEF,PE,15,INTERIOR-2
MACAPARANA,JAMEF,PE,16,INTERIOR-2
MACHADOS,JAMEF,PE,16,INTERIOR-2
MANARI,JAMEF,PE,18,INTERIOR-2
MARAIAL,JAMEF,PE,16,INTERIOR-2
MIRANDIBA,JAMEF,PE,15,INTERIOR-2
MOREILANDIA,JAMEF,PE,15,INTERIOR-2
MORENO,JAMEF,PE,12,INTERIOR-1
NAZARE DA MATA,JAMEF,PE,16,INTERIOR-1
OLINDA,JAMEF,PE,10,CAPITAL
OROBO,JAMEF,PE,16,INTERIOR-2
OROCO,JAMEF,PE,15,INTERIOR-2
OURICURI,JAMEF,PE,14,INTERIOR-2
PALMARES,JAMEF,PE,16,INTERIOR-2
PALMEIRINA,JAMEF,PE,16,INTERIOR-2
PANELAS,JAMEF,PE,16,INTERIOR-1
PARANATAMA,JAMEF,PE,18,INTERIOR-2
PARNAMIRIM,JAMEF,PE,15,INTERIOR-2
PASSIRA,JAMEF,PE,16,INTERIOR-2
PAUDALHO,JAMEF,PE,16,INTERIOR-1
PAULISTA,JAMEF,PE,10,CAPITAL
PEDRA,JAMEF,PE,16,INTERIOR-2
PESQUEIRA,JAMEF,PE,16,INTERIOR-2
PETROLANDIA,JAMEF,PE,15,INTERIOR-2
PETROLINA,JAMEF,PE,11,INTERIOR-1
POCAO,JAMEF,PE,16,INTERIOR-2
POMBOS,JAMEF,PE,15,INTERIOR-1
PRIMAVERA,JAMEF,PE,16,INTERIOR-1
QUIPAPA,JAMEF,PE,16,INTERIOR-2
QUIXABA,JAMEF,PE,18,INTERIOR-2
RECIFE,JAMEF,PE,10,CAPITAL
RIACHO DAS ALMAS,JAMEF,PE,16,INTERIOR-1
RIBEIRAO,JAMEF,PE,15,INTERIOR-2
RIO FORMOSO,JAMEF,PE,16,INTERIOR-2
SAIRE,JAMEF,PE,16,INTERIOR-1
SALGADINHO,JAMEF,PE,16,INTERIOR-2
SALGUEIRO,JAMEF,PE,21,INTERIOR-2
SALOA,JAMEF,PE,18,INTERIOR-2
SANHARO,JAMEF,PE,16,INTERIOR-2
SANTA CRUZ,JAMEF,PE,15,INTERIOR-2
SANTA CRUZ DA BAIXA VERDE,JAMEF,PE,18,INTERIOR-2
SANTA CRUZ DO CAPIBARIBE,JAMEF,PE,15,INTERIOR-1
SANTA FILOMENA,JAMEF,PE,15,INTERIOR-2
SANTA MARIA DA BOA VISTA,JAMEF,PE,15,INTERIOR-2
SANTA MARIA DO CAMBUCA,JAMEF,PE,16,INTERIOR-2
SANTA TEREZINHA,JAMEF,PE,18,INTERIOR-2
SAO BENEDITO DO SUL,JAMEF,PE,16,INTERIOR-2
SAO BENTO DO UNA,JAMEF,PE,16,INTERIOR-2
SAO CAITANO,JAMEF,PE,16,INTERIOR-1
SAO JOAO,JAMEF,PE,16,INTERIOR-2
SAO JOAQUIM DO MONTE,JAMEF,PE,16,INTERIOR-1
SAO JOSE DA COROA GRANDE,JAMEF,PE,16,INTERIOR-2
SAO JOSE DO BELMONTE,JAMEF,PE,14,INTERIOR-2
SAO JOSE DO EGITO,JAMEF,PE,18,INTERIOR-2
SAO LOURENCO DA MATA,JAMEF,PE,12,INTERIOR-1
SAO VICENTE FERRER,JAMEF,PE,16,INTERIOR-2
SERRA TALHADA,JAMEF,PE,16,INTERIOR-2
SERRITA,JAMEF,PE,15,INTERIOR-2
SERTANIA,JAMEF,PE,18,INTERIOR-2
SIRINHAEM,JAMEF,PE,16,INTERIOR-2
SOLIDAO,JAMEF,PE,18,INTERIOR-2
SURUBIM,JAMEF,PE,16,INTERIOR-2
TABIRA,JAMEF,PE,18,INTERIOR-2
TACAIMBO,JAMEF,PE,16,INTERIOR-1
TACARATU,JAMEF,PE,15,INTERIOR-2
TAMANDARE,JAMEF,PE,16,INTERIOR-2
TAQUARITINGA DO NORTE,JAMEF,PE,16,INTERIOR-1
TEREZINHA,JAMEF,PE,16,INTERIOR-2
TERRA NOVA,JAMEF,PE,15,INTERIOR-2
